sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,alt_size_1,alt_size_2,alt_size_3,alt_size_4,artist_first_name,artist_last_name,canvas,color,color_tone,cost,country_of_manufacture,created_at,created_by,custom_design,custom_design_from,custom_design_to,custom_layout_update,date_created,date_expired,date_modified,description,discontinued,do_not_display,embellishments,enable_googlecheckout,format,frame,gallery,gift_message_available,has_options,image,image_label,image_size_cm,image_size_inches,keywords,llc_stock_7_17_12,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,modified_by,mount,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,no_canvas,options_container,over_size,page,page_layout,page_size_cm,paper_quality,paper_size_inches,pod,pod_only,price,required_options,short_description,size,size_category,small_image,small_image_label,special_from_date,special_price,special_to_date,srl_stock_7_14_12,status,tax_class_id,thumbnail,thumbnail_label,title,total_quantity_on_hand,udf_anycustom,udf_artist_name,udf_copyright,udf_crline,udf_decal,udf_dnd,udf_embellished,udf_framed,udf_imsource,udf_limited,udf_maxsf,udf_new,udf_osdp,udf_photopaper,udf_poster,udf_pricecode,udf_rag,udf_ratiocode,udf_specpaper,udf_tar,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/B/JBA_6890_2.jpg,Aventura,2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JEB 6659",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,Jennifer,Bailey,,Green,"Cool Blues and Greens",,,"2012-10-05 23:59:25","Veronica Gonzalez",,,,,"2011-02-11 00:00:00","2110-02-11 00:00:00","2011-08-17 00:00:00","Paradise I",No,No,,1,Square,,,,0,/J/E/JEB_6659_2.jpg,"Paradise I","50 x 50","19 5/8 x 19 5/8","Spring 2011, beach, ocean, palm, sand, tropical, landscape, blue, green, white

",558.0,,,"Paradise I","Spring 2011, beach, ocean, palm, sand, tropical, landscape, blue, green, white

","Paradise I",,,,,"Use config","Use config","Paradise I",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"Paradise I",,Medium,/J/E/JEB_6659_2.jpg,"Paradise I",,,,27,1,0,/J/E/JEB_6659_2.jpg,"Paradise I","Paradise I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:18",paradise-i,paradise-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/E/JEB_6659_1.jpg,"Paradise I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/E/JEB_6659_2.jpg,"Paradise I",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JEB 6660",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,Jennifer,Bailey,,Green,"Cool Blues and Greens",,,"2012-10-05 23:59:25","Veronica Gonzalez",,,,,"2011-02-11 00:00:00","2110-02-11 00:00:00","2011-08-17 00:00:00","Paradise II",No,No,,1,Square,,,,0,/J/E/JEB_6660_2.jpg,"Paradise II","50 x 50","19 5/8 x 19 5/8","Spring 2011, beach, ocean, sand, tropical, landscape, blue, green, white

",336.0,,,"Paradise II","Spring 2011, beach, ocean, sand, tropical, landscape, blue, green, white

","Paradise II",,,,,"Use config","Use config","Paradise II",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"Paradise II",,Medium,/J/E/JEB_6660_2.jpg,"Paradise II",,,,28,1,0,/J/E/JEB_6660_2.jpg,"Paradise II","Paradise II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:27",paradise-ii,paradise-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/E/JEB_6660_1.jpg,"Paradise II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/E/JEB_6660_2.jpg,"Paradise II",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JO 6177",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Green,"Warm Palette",,,"2012-10-05 23:59:25",TopArt,,,,,"2009-10-30 00:00:00","2108-10-30 00:00:00","2009-10-30 00:00:00","Classical I",No,No,,1,Portrait,,,,0,/J/O/JO_6177_2.jpg,"Classical I",,,"Fall 2009, brown, tan, scroll, decorative, green, olive, rust, sienna",527.0,,,"Classical I","Fall 2009, brown, tan, scroll, decorative, green, olive, rust, sienna","Classical I",,TopArt,,,"Use config","Use config","Classical I",,,No,"Block after Info Column",No,No,,"100 x 50",,"39 3/8 x 19 5/8",No,No,40.0000,0,"Classical I",,Panel,/J/O/JO_6177_2.jpg,"Classical I",,,,64,1,0,/J/O/JO_6177_2.jpg,"Classical I","Classical I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:40",classical-i,classical-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6177_1.jpg,"Classical I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6177_2.jpg,"Classical I",2,0,,,,,,,,,,,,
"JO 6178",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Green,"Warm Palette",,,"2012-10-05 23:59:25",TopArt,,,,,"2009-10-30 00:00:00","2108-10-30 00:00:00","2011-02-11 00:00:00","Classical II",No,No,,1,Portrait,,,,0,/J/O/JO_6178_2.jpg,"Classical II",,,"Fall 2009, brown, tan, scroll, decorative, green, olive, rust, sienna",514.0,,,"Classical II","Fall 2009, brown, tan, scroll, decorative, green, olive, rust, sienna","Classical II",,,,,"Use config","Use config","Classical II",,,No,"Block after Info Column",No,No,,"100 x 50",,"39 3/8 x 19 5/8",No,No,40.0000,0,"Classical II",,Panel,/J/O/JO_6178_2.jpg,"Classical II",,,,59,1,0,/J/O/JO_6178_2.jpg,"Classical II","Classical II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:42",classical-ii,classical-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6178_1.jpg,"Classical II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6178_2.jpg,"Classical II",2,0,,,,,,,,,,,,
"JO 6553",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Green,Pastels,,,"2012-10-05 23:59:25",TopArt,,,,,"2010-09-28 00:00:00","2010-12-31 00:00:00","2012-05-11 00:00:00","Classical Tiles I",No,No,,1,Square,,,,0,/J/O/JO_6553_2.jpg,"Classical Tiles I","30.48 x 91.44","12 x 36","Fall 2010, contemporary trends, decorative, tiles, ornamental, teal, beige, green",603.0,,,"Classical Tiles I","Fall 2010, contemporary trends, decorative, tiles, ornamental, teal, beige, green","Classical Tiles I",,TopArt,,,"Use config","Use config","Classical Tiles I",,,No,"Block after Info Column",No,No,,"30.48 x 91.44",,"12 x 36",No,No,32.0000,0,"Classical Tiles I",,Panel,/J/O/JO_6553_2.jpg,"Classical Tiles I",,,,39,1,0,/J/O/JO_6553_2.jpg,"Classical Tiles I","Classical Tiles I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:50",classical-tiles-i,classical-tiles-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6553_1.jpg,"Classical Tiles I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6553_2.jpg,"Classical Tiles I",2,0,,,,,,,,,,,,
"JO 6554",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Yellow,Pastels,,,"2012-10-05 23:59:25",TopArt,,,,,"2010-09-28 00:00:00","2010-12-31 00:00:00","2012-05-11 00:00:00","Classical Tiles II",No,No,,1,Square,,,,0,/J/O/JO_6554_2.jpg,"Classical Tiles II","30.48 x 91.44","12 x 36","Fall 2010, contemporary trends, decorative, tiles, ornamental, yellow, gray, blue",929.0,,,"Classical Tiles II","Fall 2010, contemporary trends, decorative, tiles, ornamental, yellow, gray, blue","Classical Tiles II",,TopArt,,,"Use config","Use config","Classical Tiles II",,,No,"Block after Info Column",No,No,,"30.48 x 91.44",,"12 x 36",No,No,32.0000,0,"Classical Tiles II",,Panel,/J/O/JO_6554_2.jpg,"Classical Tiles II",,,,27,1,0,/J/O/JO_6554_2.jpg,"Classical Tiles II","Classical Tiles II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:38:57",classical-tiles-ii,classical-tiles-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6554_1.jpg,"Classical Tiles II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6554_2.jpg,"Classical Tiles II",2,0,,,,,,,,,,,,
"JO 6555",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Red,"Warm Palette",,,"2012-10-05 23:59:25",TopArt,,,,,"2010-09-28 00:00:00","2010-12-31 00:00:00","2012-05-11 00:00:00","Classical Tiles III",No,No,,1,Square,,,,0,/J/O/JO_6555_2.jpg,"Classical Tiles III","30.48 x 91.44","12 x 36","Fall 2010, contemporary trends, decorative, tiles, ornamental, brown, red, blue, yellow",818.0,,,"Classical Tiles III","Fall 2010, contemporary trends, decorative, tiles, ornamental, brown, red, blue, yellow","Classical Tiles III",,TopArt,,,"Use config","Use config","Classical Tiles III",,,No,"Block after Info Column",No,No,,"30.48 x 91.44",,"12 x 36",No,No,32.0000,0,"Classical Tiles III",,Panel,/J/O/JO_6555_2.jpg,"Classical Tiles III",,,,5,1,0,/J/O/JO_6555_2.jpg,"Classical Tiles III","Classical Tiles III",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:07",classical-tiles-iii,classical-tiles-iii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6555_1.jpg,"Classical Tiles III",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6555_2.jpg,"Classical Tiles III",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JO 6556",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JENNY,OLIVER,,Orange,"Warm Palette",,,"2012-10-05 23:59:25",TopArt,,,,,"2010-09-28 00:00:00","2010-12-31 00:00:00","2012-05-11 00:00:00","Classical Tiles IV",No,No,,1,Square,,,,0,/J/O/JO_6556_2.jpg,"Classical Tiles IV","30.48 x 91.44","12 x 36","Fall 2010, contemporary trends, decorative, tiles, ornamental, brown, green, orange, yellow",198.0,,,"Classical Tiles IV","Fall 2010, contemporary trends, decorative, tiles, ornamental, brown, green, orange, yellow","Classical Tiles IV",,TopArt,,,"Use config","Use config","Classical Tiles IV",,,No,"Block after Info Column",No,No,,"30.48 x 91.44",,"12 x 36",No,No,32.0000,0,"Classical Tiles IV",,Panel,/J/O/JO_6556_2.jpg,"Classical Tiles IV",,,,2,1,0,/J/O/JO_6556_2.jpg,"Classical Tiles IV","Classical Tiles IV",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:16",classical-tiles-iv,classical-tiles-iv,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/O/JO_6556_1.jpg,"Classical Tiles IV",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/O/JO_6556_2.jpg,"Classical Tiles IV",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JP 4336",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JONATHAN,PARSONS,,,"Warm Palette",,,"2012-10-05 23:59:25",TopArt,,,,,"2005-09-13 00:00:00","1899-12-31 00:00:00","2009-10-31 00:00:00",Strata,No,No,Foil,1,,,,,0,/J/P/JP_4336_2.jpg,Strata,,,"ABSTRACT, GEOMETRIC, BROWN, BLACK, CIRCLE, GOLD, FOIL, GREEN, YELLOW, WHITE, Catalogue 2005",192.0,,,Strata,"ABSTRACT, GEOMETRIC, BROWN, BLACK, CIRCLE, GOLD, FOIL, GREEN, YELLOW, WHITE, Catalogue 2005",Strata,,,,,"Use config","Use config",Strata,,,No,"Block after Info Column",No,No,,"138 x 70",,"54 3/8 x 27 1/2",No,No,79.0000,0,Strata,,"Oversize Panel",/J/P/JP_4336_2.jpg,Strata,,,,97,1,0,/J/P/JP_4336_2.jpg,Strata,Strata,,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:23",strata,strata,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/P/JP_4336_1.jpg,Strata,1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/P/JP_4336_2.jpg,Strata,2,0,,,,,,,,,,,,
"JR 5981",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"JR 5979",,,,JACOB,REED,,,"Cool Blues and Greens",,,"2012-10-05 23:59:25",TopArt,,,,,"2008-09-03 00:00:00","2010-12-31 00:00:00","2009-10-31 00:00:00","Sea Breeze I",No,No,,1,,,,,0,/J/R/JR_5981_2.jpg,"Sea Breeze I","80 x 60","31 1/2 x 23 5/8","Fall 2008, seaside, breeze, tropical, ocean front, sea, veranda, patio, palms, beach, seashore",253.0,,,"Sea Breeze I","Fall 2008, seaside, breeze, tropical, ocean front, sea, veranda, patio, palms, beach, seashore","Sea Breeze I",,,,,"Use config","Use config","Sea Breeze I",,,No,"Block after Info Column",No,No,,"80 x 60",,"31 1/2 x 23 5/8",No,No,38.0000,0,"Sea Breeze I",,Large,/J/R/JR_5981_2.jpg,"Sea Breeze I",,,,238,1,0,/J/R/JR_5981_2.jpg,"Sea Breeze I","Sea Breeze I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:35",sea-breeze-i,sea-breeze-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/R/JR_5981_1.jpg,"Sea Breeze I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/R/JR_5981_2.jpg,"Sea Breeze I",2,0,,,,,,,,,,,,
"JWL 6362",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JIL,WILCOX,,Green,Neutral,,,"2012-10-05 23:59:25",TopArt,,,,,"2009-10-30 00:00:00","2108-10-30 00:00:00","2009-10-31 00:00:00","White Petals",No,No,,1,Portrait,,,,0,/J/W/JWL_6362_2.jpg,"White Petals",,,"Fall 2009, flower, floral, tan, brown, ivory, cream, green",139.0,,,"White Petals","Fall 2009, flower, floral, tan, brown, ivory, cream, green","White Petals",,,,,"Use config","Use config","White Petals",,,No,"Block after Info Column",No,No,,"100 x 50",,"39 3/8 x 19 5/8",No,No,40.0000,0,"White Petals",,Panel,/J/W/JWL_6362_2.jpg,"White Petals",,,,505,1,0,/J/W/JWL_6362_2.jpg,"White Petals","White Petals",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:44",white-petals,white-petals,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/W/JWL_6362_1.jpg,"White Petals",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/W/JWL_6362_2.jpg,"White Petals",2,0,,,,,,,,,,,,
"JWL 6363",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JIL,WILCOX,,Green,Neutral,,,"2012-10-05 23:59:25",TopArt,,,,,"2009-10-30 00:00:00","2108-10-30 00:00:00","2009-10-31 00:00:00","White Flowers I",No,No,,1,Square,,,,0,/J/W/JWL_6363_2.jpg,"White Flowers I",,,"Fall 2009, flower, floral, tan, brown, ivory, cream, green",529.0,,,"White Flowers I","Fall 2009, flower, floral, tan, brown, ivory, cream, green","White Flowers I",,,,,"Use config","Use config","White Flowers I",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"White Flowers I",,Medium,/J/W/JWL_6363_2.jpg,"White Flowers I",,,,137,1,0,/J/W/JWL_6363_2.jpg,"White Flowers I","White Flowers I",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:39:56",white-flowers-i,white-flowers-i,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/W/JWL_6363_1.jpg,"White Flowers I",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/W/JWL_6363_2.jpg,"White Flowers I",2,0,,,,,,,,,,,,
"JWL 6364",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,,,,,JIL,WILCOX,,Green,Neutral,,,"2012-10-05 23:59:25",TopArt,,,,,"2009-10-30 00:00:00","2108-10-30 00:00:00","2009-10-31 00:00:00","White Flowers II",No,No,,1,Square,,,,0,/J/W/JWL_6364_2.jpg,"White Flowers II",,,"Fall 2009, flower, floral, tan, brown, ivory, cream, green",804.0,,,"White Flowers II","Fall 2009, flower, floral, tan, brown, ivory, cream, green","White Flowers II",,,,,"Use config","Use config","White Flowers II",,,No,"Block after Info Column",No,No,,"50 x 50",,"19 5/8 x 19 5/8",No,No,30.0000,0,"White Flowers II",,Medium,/J/W/JWL_6364_2.jpg,"White Flowers II",,,,323,1,0,/J/W/JWL_6364_2.jpg,"White Flowers II","White Flowers II",,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:40:10",white-flowers-ii,white-flowers-ii,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/J/W/JWL_6364_1.jpg,"White Flowers II",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/J/W/JWL_6364_2.jpg,"White Flowers II",2,0,,,,,,,,,,,,
"KBA 6493",,"Topart - Products",simple,"Collections/Oversize Variety","Root Category",base,"KBA 6494",,,,KEVIN,BAKER,,Green,Neutral,,,"2012-10-05 23:59:25",TopArt,,,,,"2010-09-28 00:00:00","2010-12-31 00:00:00","2012-05-11 00:00:00",Connectivity,No,No,,1,Square,,,,0,/K/B/KBA_6493_2.jpg,Connectivity,"138 x 48","54 3/8 x 18 7/8","Fall 2010, abstract, neutral, brown, blue, green, shapes",330.0,,,Connectivity,"Fall 2010, abstract, neutral, brown, blue, green, shapes",Connectivity,,TopArt,,,"Use config","Use config",Connectivity,,,No,"Block after Info Column",No,No,,"138 x 48",,"54 3/8 x 18 7/8",No,No,65.0000,0,Connectivity,,"Oversize P",/K/B/KBA_6493_2.jpg,Connectivity,,,,15,1,0,/K/B/KBA_6493_2.jpg,Connectivity,Connectivity,,,,,,,,,,,,,,,,,,,,,,"2012-10-09 22:40:20",connectivity,connectivity,4,1.0000,0.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,0,,0,0,0,1,0,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/K/B/KBA_6493_1.jpg,Connectivity,1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/K/B/KBA_6493_2.jpg,Connectivity,2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
